job_title,job_id,city,state,salary,posted_date,job_url,company,education_needed,is_remote,last_scanned_at,description_summary
Clinical Nurse,117930,NA,Maryland,"$64,600 - $113,300 Annually",2025-08-04,https://jobs.jhu.edu/job/Lutherville-Clinical-Nurse-MD-21093/1289811900/,jhons_hopkins,Bachelor's degree in nursing or related discipline,False,2025-08-24 18:11:43,"We are seeking a Clinical Nurse. Promotes and identifies quality improvement initiatives that are aligned with the departmental and organizational safety and operational goals. Knowledge of nursing process, social, behavioral, biological and physical science. Knowledge of current health care environment. Working knowledge of Epic and Epic’s Beacon ordering system. Ability to analyze data to synthesize and summarize information and make judgments regarding patient care. CPR and AED certified."
"Sr. Research Program Coordinator, Language Neuromodulation Lab",117885,NA,NA,"$41,300 - $72,300 Annually",2025-08-04,https://jobs.jhu.edu/job/Baltimore-Sr_-Research-Program-Coordinator%2C-Language-Neuromodulation-Lab-MD-21287/1289955300/,jhons_hopkins,Bachelor's Degree in related discipline,False,2025-08-24 18:11:52,"The Department of Neurology is seeking a Sr. Research Program Coordinator, Language Neuromodulation Lab for NIH-funded projects on the effects of transcranial direct current stimulation (tDCS) in neurodegenerative syndromes, including primary progressive aphasia (PPA) and Alzheimer’s disease (AD). The projects are devoted to the study of language intervention(s) and neuroplasticity in PPA and AD. We aim to understand the effectiveness of behavioral and neuromodulator interventions, as well as the brain mechanisms they involve using neuroimaging (structural MRI, DTI, fMRI, resting state fMRI and MR Spectroscopy)."
Research Technologist,118648,NA,NA,"$15.70 - $26.25 HRLY ($39,000 targeted; Commensurate w/exp.)",2025-08-04,https://jobs.jhu.edu/job/Baltimore-Research-Technologist-MD-21205/1313823500/,jhons_hopkins,"Bachelor's Degree in Biology, Chemistry or related field.",False,2025-08-24 18:12:00,"The Department of Molecular Microbiology and Immunology at Johns Hopkins Bloomberg School of Public Health is seeking a Research Assistant/Technologist. Incumbent will assist with various research projects, which include but are not limited to Plasmodium falciparum in vitro cultures, humanized mouse model development for malaria research, mosquito infection assays and drug inhibition assays."
Maintenance Mechanic II G10,117441,Homewood,NA,"$25.07 per hour, increases to $30.11 after 12 months",2025-08-03,https://jobs.jhu.edu/job/Baltimore-Maintenance-Mechanic-II-G10-MD-21211/1271617600/,jhons_hopkins,High school diploma or graduation equivalent,False,2025-08-24 18:12:08,"We are seeking a Maintenance Mechanic 11 G10 in our HVAC Shop. The MM10 performs a wide range of general maintenance jobs (including high voltage motors) which may include specialized or difficult jobs. The MM10 repairs, maintains, and inspects machines, mechanical equipment, and buildings, works on plumbing, electrical, and air conditioning and heating systems. Performs painting and carpentry jobs."
AR Revenue Cycle Specialist,117883,Middle River,NA,"$15.70 - $25.25 HRLY ($48,000 targeted; Commensurate w/exp.)",2025-08-03,https://jobs.jhu.edu/job/Middle-River-AR-Revenue-Cycle-Specialist-MD-21220/1289464900/,jhons_hopkins,High School Diploma or graduation equivalent,True,2025-08-24 18:12:16,"The AR Revenue Cycle Specialist will be responsible for the basic collection of unpaid third-party claims and standard appeals, using various JHM applications and JHU/ PBS billing applications. Communicates with payers to resolve issues and facilitate prompt payment of claims. Performs claim edits as needed. Identifies insurance issues of primary vs. secondary insurance, coordination of benefits eligibility and any other issue causing non-payment of claims. Contacts the payors or patient as appropriate for corrective action to resolve the issue and receive payment of claims. Monitor invoice activity until problem is resolved."
Sr. Research Program Coodinator,117468,NA,NA,"$41,300 - $72,300 Annually",2025-08-03,https://jobs.jhu.edu/job/Baltimore-Sr_-Research-Program-Coodinator-MD-21287/1271428100/,jhons_hopkins,Bachelor's Degree in related discipline,False,2025-08-24 18:12:35,"We are seeking a Sr. Research Program Coordinator whose duties and responsibilities are related to research for the entire Department of Radiology. The incumbent must display professionalism, communicate effectively to others and function as a team member. The coordinator will oversee and maintain multiple complex studies. Assists the principal investigator and/or program manager in defining information and plans required to accomplish goals of studies. Verifies scheduling of patient appointments, tests, and follow up visits at the appropriate time in the treatment cycle to ensure completion of protocol requirements."
Stationary Engineer,114951,Homewood,NA,$21.25 - $36.90 HRLY,2025-08-02,https://jobs.jhu.edu/job/Baltimore-Stationary-Engineer-MD-21218/1198217000/,jhons_hopkins,High School Diploma or graduation equivalent.,False,2025-08-24 18:12:43,"As a participating member of the Power Plant team, we are seeking a Stationary Engineer who will stand watch in the boiler/chiller plant, making rounds and taking readings. The incumbent makes decisions regarding boiler and chiller loads in order to satisfy campus heating/cooling requirements. Observes plant equipment during operation and makes recommendations regarding equipment condition and potential maintenance needs. Plays an important role in the operation of the plant and is expected to be a contributing member of the Power Plant team with regard to the overall function of the operation. This position requires a High School Diploma or graduation equivalent and a State of Maryland 1st Grade Stationary Engineer’s License."
Nurse Practitioner,117460,NA,Maryland,"$102,000 - $152,900",2025-08-02,https://jobs.jhu.edu/job/Baltimore-Nurse-Practitioner-MD-21287/1271088500/,jhons_hopkins,Master's Degree in Nursing,False,2025-08-24 18:12:51,"The Department of Emergency Medicine is seeking a Nurse Practitioner to work collaboratively within a multidisciplinary health care team. Responsible for complex, standardized, patient care procedures that would otherwise be performed by a physician. Educates patients and families in matters pertaining to health maintenance, disease prevention and appropriate measures in acute and chronic illness."
Sr Nurse Practitioner,117459,School of Medicine Campus,Maryland,"$102,000 - $152,900 ($125,000 targeted; Commensurate w/exp.)",2025-08-02,https://jobs.jhu.edu/job/Baltimore-Sr-Nurse-Practitioner-MD-21287/1271078600/,jhons_hopkins,Master's Degree in Nursing,False,2025-08-24 18:12:58,"The Department of Emergency Medicine is seeking a Sr. Nurse Practitioner to work collaboratively within a multidisciplinary health care team. Responsible for complex, standardized, patient care procedures that require experience and specialized training that would otherwise be performed by a physician. Educates patients and families in matters pertaining to health maintenance, disease prevention and appropriate measures in acute and chronic illness. Direct supervision from appropriate licensed physician as designated."
"Research Program Supervisor, Substance Use & Infectious Disease Care & Integration",117911,Baltimore,Maryland,"$41,080 - $73,528 Annually ($65,000 targeted; Commensurate w/exp.)",2025-08-02,https://jobs.jhu.edu/job/Baltimore-Research-Program-Supervisor%2C-Substance-Use-&-Infectious-Disease-Care-&Integration-MD-21224/1289242500/,jhons_hopkins,Bachelor's Degree in a related discipline,False,2025-08-24 18:13:09,"We are seeking a Research Program Supervisor, Substance Use & Infectious Disease Care & Integration who will be part of a team committed to improving the health of people who use drugs. This individual will recruit people who use drugs and their network members from two different syringe service programs (each within an hour of Baltimore) and coordinate the day-to-day research and administrative responsibilities of a study aimed at extending the reach of evidence-based services for people who use drugs. Under the overall supervision of the Principal Investigator and the direct supervision of the Study Manager, the Research Program Supervisor will support and follow a standardized research protocol."
"i-team Data Analytics Manager, St. Louis",118197,St. Louis,Missouri,"$73,300-$128,300 YEARLY",2025-08-01,https://jobs.jhu.edu/job/St_-Louis-i-team-Data-Analytics-Manager%2C-St_-Louis-MO-63103/1296336200/,jhons_hopkins,Bachelor's degree,False,2025-08-24 18:13:16,"The Bloomberg Center for Public Innovation at Johns Hopkins University is seeking an i-team Data Analytics Manager, St. Louis to support a new St. Louis Innovation Team. The Data Analytics Manager will create and execute the i-team’s approaches for using quantitative data and methods to understand complex issues. The Data Analyst is an employee of Johns Hopkins University and based in City Hall of St. Louis. They report to the i-team Director."
Facilities Support Specialist,117740,Homewood,NA,"$17.26 per hour, increases to $20.31 after 12 months",2025-08-01,https://jobs.jhu.edu/job/Baltimore-Facilities-Support-Specialist-MD-21218/1288768200/,jhons_hopkins,High school diploma or graduation equivalent,False,2025-08-24 18:13:24,"The Facility Support Specialist performs tasks related to room set-ups, floor care and custodial duties. The job involves cleaning offices, meeting spaces, outdoor areas, and various floor types; moving furniture and equipment for events; performing setups and breakdowns before and after events. The candidate needs to have the ability to work in a fast-paced environment, interact and work with faculty, students, staff, and visitors in a respectful and courteous manner."
Sr. Medical Office Coordinator,118377,NA,NA,$18.20 - $33.90 HRLY ($20.38/hour targeted; Commensurate w/exp.),2025-08-01,https://jobs.jhu.edu/job/Baltimore-Sr_-Medical-Office-Coordinator-MD-21287/1303047000/,jhons_hopkins,High School Diploma or graduation equivalent,False,2025-08-24 18:13:34,"Under the general supervision of the administrative supervisor, we are seeking a Sr Medical Office Coordinator who will perform patient scheduling, pre-registration, telephone triage activities, using Epic while offering friendly, courteous and confidential assistance to every patient. They are responsible for the day-to-day activities for Medical Oncology at Green Spring Station to ensure a smoothly functioning office and good patient relations. Resolves patient problems and/or refers patients to appropriate resources. Serves as resource in team environment. Sr. MOC provides administrative support for medical matters on behalf of physicians, as well as general academic/general administrative support. Adapts to changes in technology and software to ensure efficient office practice. The candidate is also responsible for a variety of patient related activities and is required to have a good working knowledge of the Green Spring satellites clinical operation, patient care delivery model and referral services."
Facilities Support Specialist II,117738,Homewood,NA,"$17.43 per hour, increases to $20.85 after 12 months",2025-08-01,https://jobs.jhu.edu/job/Baltimore-Facilities-Support-Specialist-II-MD-21218/1288769200/,jhons_hopkins,High school diploma or graduation equivalent,False,2025-08-24 18:13:42,"Custodial services is a 24-hour business. There are multiple shifts that are offered day and night. Shift can be discussed further with the hiring manager during the interview stage. We are seeking a Facility Support Specialist II who will perform a variety of tasks related to room set-ups, floor care and custodial duties. Facility Support Specialist II will perform the following but not limited to cleaning offices, meeting space, outside areas, and various floor types; move furniture and equipment for events, perform set-ups and break downs before and after events; and operate equipment to perform these tasks."
Interviewer,117659,Baltimore,Maryland,$15.40 - $23.25 HRLY (Commensurate w/exp.),2025-08-01,https://jobs.jhu.edu/job/Baltimore-Interviewer-MD-21201/1279889600/,jhons_hopkins,"High School Diploma or graduation equivalent, with some college courses preferred",False,2025-08-24 18:13:51,"The department of Health Behavior & Society is seeking an Interviewer who will contribute to the field activities for an ongoing community health project that measures prevalence of HIV, health and social issues, health-related behaviors and access to services among people who use drugs in the Baltimore metro region. The RPA will participate in data collection activities, including consent procedures, participant screening, and interviewing using computerized interviewing tools. The participant will be responsible for recruitment and enrollment research participants, data collection activities such as participant screening, obtaining informed consent, conducting interviews and use computerized interviewing tools."
Candidemia Surveillance Officer,118154,Baltimore-Metropolitan and DC area,Maryland,$17.20 - $30.30 HRLY,2025-08-01,https://jobs.jhu.edu/job/Baltimore-Candidemia-Surveillance-Officer-MD-21202/1296567200/,jhons_hopkins,Bachelor's Degree in related discipline. Master’s Degree in a related discipline preferred,True,2025-08-24 18:14:00,"The Maryland Active Bacterial Core Surveillance (MD ABCs) Program seeks a Candidemia Surveillance Officer with knowledge and expertise in infectious disease to coordinate Candidemia surveillance activities at Maryland health care facilities as part of the Maryland Emerging Infections (MD EIP)/Fungal Disease Program. The primary roles include serving as the primary contact for all MD ABC’s Candidemia activities including Candidemia cases, pathogen and source identification, classification, isolate collection and shipment. Also responsible for interaction with project officials at CDC, responding to information requests from CDC, and preparing study reports. This is a casual role, where anticipated hours weekly will not exceed 26 hours per week."
Sr. Associate Director of Prospect Management & Analytics,117881,Baltimore,East Baltimore Campus,"$62,899 - $110,100",2025-08-01,https://jobs.jhu.edu/job/Baltimore-Sr_-Associate-Director-of-Prospect-Management-&-Analytics-MD-21202/1288806800/,jhons_hopkins,Bachelor's degree,False,2025-08-24 18:14:08,"The Sr. Associate Director of Prospect Management & Analytics serves as a subject matter expert on pipeline, prospect, and giving data sources from the JHAS system for fundraising purposes. This position has responsibility for the quality and accuracy of donor, and opportunity data and for development analytic and predictive analytic products including dashboards, SQL queries and reporting and analytics in Salesforce and Microsoft Power BI."
Research Assistant,118316,NA,NA,$17.20 - $30.30 HRLY,2025-08-01,https://jobs.jhu.edu/job/Baltimore-Research-Assistant-MD-21205/1301192100/,jhons_hopkins,Bachelor's degree,False,2025-08-24 18:14:16,"The Program in Implementation and Equity Research (PIER) within the Center for Public Health and Human Rights in the Johns Hopkins Bloomberg School of Public Health is looking for a highly motivated Research Assistant with a strong interest in HIV research and quantitative skills. They will be responsible for conducting cost-effectiveness analyses of ongoing research activities. Research projects will be focused on the team’s Southern Africa-based portfolio, including an NIH-funded R01 focused on PrEP service delivery for young women."
APWA Archivist,118436,Mount Washington,NA,"$53,800-$74,100 ANNUALLY",2025-08-01,https://jobs.jhu.edu/job/Baltimore-APWA-Archivist-MD-21209/1313326700/,jhons_hopkins,"Master’s degree in library science, archival studies, or related field",False,2025-08-24 18:14:27,"The Sheridan Libraries is home to the American Prison Writing Archives (APWA). We are seeking an APWA Archivist who will provide support for the APWA project by establishing collection policies and processing the records of the organization. The APWA’s mission is to replace misrepresentation of prisons and imprisoned people with first-person witness by those living in legalized confinement by soliciting, preserving, digitizing and disseminating the work of imprisoned people and volunteers. Through this work, the project grounds national debate on mass incarceration in the lived experience of those who know prisons best."
Nurse Practitioner,118479,"White Marsh, Bayview",Maryland,"$100,000.00 - $152,900.00 Annually",2025-08-01,https://jobs.jhu.edu/job/Baltimore-Nurse-Practitioner-MD-21224/1313311400/,jhons_hopkins,Master's Degree in Nursing,False,2025-08-24 18:14:36,The Department of Medicine is seeking a Nurse Practitioner to provide comprehensive and episodic care for patients with gastrointestinal disorders in the Division of Gastroenterology and Hepatology at our ambulatory GI practices located at White Marsh and Bayview. The Nurse Practitioner works collaboratively within a multidisciplinary health team to optimize team performance and patient outcomes. Responsible for providing comprehensive and age-appropriate care to both well and/or ill patients.
Sr. Software Engineer,118607,Remote,NA,"$85,500 - $149,800 Annually",2025-08-01,https://jobs.jhu.edu/job/Baltimore-Sr_-Software-Engineer-MD-21209/1313549000/,jhons_hopkins,Bachelor's Degree,True,2025-08-24 18:14:44,"IT@JH Office of the Deputy CIO is seeking a Sr. Software Engineer who will focus efforts on contract development projects as well as enterprise related projects and customers. Application development will utilize some agile development techniques as well as following department defined continuous integration protocols for application documentation, testing, and deployment. Will utilize the Technology Acceleration Group’s preferred technology stack (Angular/Spring Boot) in the development of new applications and maintenance of existing applications. Knowledge of other technologies as required such as .Net and/or Grails to help maintain the TIC’s applications under maintenance contracts."
Clinic Supervisor,118638,JH at Timonium,NA,"$44,200 - $76,752 Annually ($65,000 targeted; Commensurate w/exp.)",2025-08-01,https://jobs.jhu.edu/job/Timonium-Clinic-Supervisor-MD-21093/1313531600/,jhons_hopkins,"High School Diploma or graduation equivalent. Four years related experience, including previous lead or supervisory experience. Additional education may substitute for required experience and additional related experience may substitute for required education beyond HS Diploma/Graduation Equivalent, to the extent permitted by the JHU equivalency formula.",False,2025-08-24 18:14:54,"We are seeking a Clinic Supervisor who will be responsible for coordinating the daily clinical operations of the Dermatology Clinic at GSS. This role involves supervising and supporting clinical staff, ensuring the smooth and efficient functioning of all clinic activities, and independently resolving scheduling challenges, customer service concerns, and interdepartmental coordination issues as they arise. The Supervisor provides both clinical and administrative support within a multi-faceted clinical and cosmetic dermatology practice to maintain optimal office operations and strong patient relations."
Research Technologist,118391,Baltimore,NA,$15.70 - $26.25 HRLY,2025-07-31,https://jobs.jhu.edu/job/Baltimore-Research-Technologist-MD-21205/1304361100/,jhons_hopkins,"Bachelor's Degree in biology, chemistry, biochemistry, biomedical engineering, or related field.",False,2025-08-24 18:15:03,"The Ewald laboratory is seeking a highly motivated, dependable, curious, and well-organized Research Technologist, with an interest in cancer research to work in a fast-paced and dynamic basic science lab. The Ewald Lab studies the molecular control of cancer metastasis through a combination of advanced 3D culture models and both genetically engineered (GEMM) and patient derived xenograft (PDX) models of cancer metastasis. The Research Technologist will support the design and management of both the GEMM and PDX animal colonies, which involves working with graduate students, postdoctoral fellows, and clinical fellows to identify the strains, genotypes, ages, and numbers of mice necessary for their work."
Research Technologist,118404,East Baltimore,Maryland,"$15.70 - $26.25 HRLY ($42,000 targeted; Commensurate w/exp.)",2025-07-31,https://jobs.jhu.edu/job/Baltimore-Research-Technologist-MD-21205-1503/1304167300/,jhons_hopkins,"Bachelor's Degree in Biology, Chemistry or related field",False,2025-08-24 18:15:11,"The job will employ cultured human induced pluripotent stem cells from a range of neurological diseases including amyotrophic lateral sclerosis and various cell types derived from these iPSC such as neurons and astroglia to study the molecular underpinnings of disease. The technician will become proficient in the novel and modern methods of iPSC derivation, differentiation, and analysis. The research technologist will participate in planning experiments and evaluating/interpreting test results utilizing detailed knowledge of research laboratory procedures and practices. The individual should be capable of independent judgement in the selection, development, performance and evaluation of research methods and operation of appropriate equipment."
Physician Assistant,116900,NA,Maryland,"$100,000 - $152,900 annually",2025-07-31,https://jobs.jhu.edu/job/Baltimore-Physician-Assistant-MD-21297/1249271200/,jhons_hopkins,Bachelor's Degree; Certification by the NCCPA or similar national certifying body; Completion of a CAAHEP certified Physician Assistant program.,false,2025-08-24 18:15:20,"The Division of Emergency Medicine in the Department of Pediatrics at the Johns Hopkins University seeks candidates for a Physician Assistant for the Pediatric Emergency Department. The successful applicant will have experience with managing pediatric trauma as well as pediatric emergency department workflow. Responsible for many patient-oriented tasks such as interviewing patients, taking medical histories, performing physical examinations, prescribing appropriate treatments, and performing appropriate procedures. Acts as a resource to health care staff and implements programs to improve the health status of patients/families."
Nurse Practitioner,118183,NA,Maryland,"$100,000 - $152,900 Annually ($120,000 targeted; Commensurate w/ experience)",2025-07-31,https://jobs.jhu.edu/job/Baltimore-Nurse-Practitioner-MD-21287/1296142800/,jhons_hopkins,Master's Degree in Nursing; Registered Nurse license and Certified as a Nurse Practitioner. Must be licensed as NP in State of Maryland or other state where practicing.,false,2025-08-24 18:15:38,"The Pediatric Cardiology Unit is seeking a Pediatric Acute Care Nurse Practitioner (NP) to join the Blalock Taussig Thomas Pediatric and Congenital Heart Center, Division of Pediatric Cardiology. The Nurse Practitioner will work collaboratively within a multidisciplinary health care team and would be responsible for providing comprehensive care to children with congenital and acquired heart disease in the acute care setting. The PCU NP will independently manage patients while working collaboratively with pediatric cardiology fellows and attending physicians. Opportunities for professional development include, but are not limited to, research, publication, quality improvement, multidisciplinary and/or interdepartmental collaborative efforts."
Assistant Director of Annual Giving,117558,NA,NA,"$46,200 - $80,799 per year",2025-07-31,https://jobs.jhu.edu/job/Baltimore-Assistant-Director-of-Annual-Giving-MD-21209/1274010200/,jhons_hopkins,Bachelor's degree,True,2025-08-24 18:15:47,Development and Alumni Relations (DAR) supports Johns Hopkins’ focus on research and teaching. We create and foster enduring relationships that result in advocacy and philanthropic support for Johns Hopkins University & Medicine. This role includes the development of comprehensive and integrated direct response solicitation strategies that are optimal for each unit. The Assistant Director services include developing comprehensive and integrated direct response solicitation strategies that are optimal for each unit.
Degree Audit Specialist,118109,Remote,NA,"$53,800 - $94,400 Annually",2025-07-31,https://jobs.jhu.edu/job/Baltimore-Degree-Audit-Specialist-MD-21218/1294540500/,jhons_hopkins,Bachelor’s Degree,True,2025-08-24 18:15:55,"The Office of the Registrar, Homewood (OTR) is seeking a Degree Audit Specialist who will report to the Senior Programmer Analyst. The Degree Audit Specialist will be responsible for compiling and programming KSAS and WSE (Undergraduate and Graduate) degree and program requirements into degree audit software through collaboration with the Schools, Academic Departments, Advising Offices, OUR, and other stakeholders, including the review, the interpretation, and updating of requirements; training of faculty/staff, and degree audit documentation upkeep. Further, this position will ensure quality management, user acceptance testing, and ensure requirements for software solutions are met."
Critical Care Nurse Practitioner - Anesthesiology & Critical Care Medicine,118331,Johns Hopkins Bayview,Maryland,"$100,000 - $152,900 Annually",2025-07-31,https://jobs.jhu.edu/job/Baltimore-Critical-Care-Nurse-Practitioner-Anesthesiology-&-Critical-Care-Medicine-MD-21224/1304225000/,jhons_hopkins,Master's Degree in Nursing,False,2025-08-24 18:16:04,"The Department of Anesthesia and Critical Care Medicine is seeking a Nurse Practitioner to work with attending physicians, residents, nurses, respiratory therapists, and others in the Surgical Intensive Care Unit (SICU), to provide patient care in various intensive care units, including surgical, burn, and neuro. Works independently with supervision and medical direction by Critical Care Attending Physicians. Coordinates patient care provided by a multi-disciplinary team of specialty care practitioners. Orders and interprets laboratory tests, X-rays, and other diagnostic studies."
"Associate Director of Alumni and Constituent Relations, Center for Talented Youth",116910,NA,NA,"$62,899 - $110,100 (targeted salary: $85,000; commensurate with experience)",2025-07-31,https://jobs.jhu.edu/job/Baltimore-Associate-Director-of-Alumni-and-Constituent-Relations%2C-Center-for-Talented-Youth-MD-21209/1249401500/,jhons_hopkins,Bachelor's degree,True,2025-08-24 18:16:14,"This role is responsible for direct outreach and engagement of alumni, parents, and friends of the Johns Hopkins Center for Talented Youth (CTY). It will ensure frequent constituent interactions with the organization to support the growth and future of the success of CTY. Key responsibilities include refining and implementing CTY’s strategies for engaging and building strong and active constituent communities, overseeing CTY’s efforts to establish online communities and social networks for key external audiences, developing and maintaining alumni program initiatives, and more. The Associate director will also collaborate with CTY’s Development team to help grow alumni participation in philanthropic opportunities."
Deputy General Counsel,118177,NA,NA,"$360,000 - $470,000 Annually",2025-07-31,https://jobs.jhu.edu/job/Baltimore-Deputy-General-Counsel-MD-21218/1296046400/,jhons_hopkins,J.D. from an accredited law school.,False,2025-08-24 18:16:23,"We are seeking a Deputy General Counsel who will serve as a partner to the General Counsel, contributing to the vision and leadership of the University. Reporting to the General Counsel, this role will be a valued member of the leadership team and will work closely with the General Counsel to provide legal advice and counsel to the President, Board of Trustees, and other members of the University community on all significant legal matters. The Deputy General Counsel will collaborate with the General Counsel to set strategic goals, manage, and supervise the legal work within the office and oversee relationships with outside counsel."
Histotechnologist (Histotech),116485,Timonium,NA,"$19.75 - $35.35 HRLY ($60,000 targeted; Commensurate with experience)",2025-07-31,https://jobs.jhu.edu/job/Timonium-Histotechnologist-%28Histotech%29-MD-21093/1241240700/,jhons_hopkins,"Associate’s Degree or Bachelor’s degree from Allied Health, Biology, Chemistry, Histopathology, or related program where at least 12 semester hours credit achieved in Biology and/or Chemistry or an accredited Histotechnology Certification program",False,2025-08-24 18:16:32,"The Department of Dermatology is seeking a Histotechnologist (Histotech). Position requires significant technical expertise and a high level of responsibility in handling delicate specimens. Must demonstrate competency in all job-related tasks, including technical expertise in tissue processing, organization in storage of slides and efficiency in ordering and restocking supplies or reagents. Provide support in ongoing expansion and quality improvement process a must. This role involves occasional travel to other Dermatology clinic sites to provide histotechnician coverage and support for Mohs surgeons."
Program Coordinator,117836,NA,NA,$21.25 - $36.90 HRLY,2025-07-31,https://jobs.jhu.edu/job/Baltimore-Program-Coordinator-MD-21287/1288377800/,jhons_hopkins,High School Diploma or graduation equivalent,False,2025-08-24 18:16:41,"The Department of Surgery is seeking a Program Coordinator in our Education division. The primary purpose of this position is to manage all aspects of the day-to-day educational activities of the accredited and non-accredited clinical training programs in the Department of Surgery. Working in an environment of competing priorities, the individual is responsible for a wide variety of recruitment, appointment/credentialing, curriculum, evaluation, accrediting, budget, grant, and complex administrative duties. This position will work in a fast paced and demanding environment and must be able to function independently."
Patient Service Coordinator,118476,Columbia,NA,"$16.20 - $28.80 HRLY (Targeted $44,000.00; Commensurate with experience)",2025-07-31,https://jobs.jhu.edu/job/Columbia-Patient-Service-Coordinator-MD-21044/1312998900/,jhons_hopkins,High School Diploma or Graduation Equivalent,False,2025-08-24 18:16:50,"The Department of Dermatology is seeking a Patient Service Coordinator who will offer friendly, courteous, and confidential assistance to every patient to ensure that the patient has a positive experience while at Johns Hopkins. Coordinate the day-to-day clinical operations for a group of health care professionals. Troubleshoot and resolve problems as they arise; collaborate with others to resolve patient problems or refer patients to appropriate resources. Serve as liaison for the group with the billing office and division management."
i-team Project Manager,118635,Montgomery,AL,"$73,300 - $128,300 Annually",2025-07-31,https://jobs.jhu.edu/job/Montgomery-i-team-Project-Manager%2C-Montgomery%2C-AL-AL-36104/1312907600/,jhons_hopkins,Bachelor’s Degree,False,2025-08-24 18:16:59,"The Bloomberg Center for Public Innovation at Johns Hopkins University (the Center) seeks a i-team Project Manager, Montgomery, AL to join a new Innovation Team (“i-team”) in Montgomery. Innovation Teams unlock creativity from within city governments and the communities they serve. These teams take partners and stakeholders through an evidence-based process to tackle the big problems in their cities no one has yet been able to solve, generate more ambitious responses, and test and adapt interventions until they produce impact. They also work closely with the Mayor, the City's leadership team, and City departments to change the culture of city government."
Research Program Coordinator,118641,NA,NA,$17.20 - $30.30 HRLY,2025-07-31,https://jobs.jhu.edu/job/Baltimore-Research-Program-Coordinator-MD-21287/1313137300/,jhons_hopkins,Bachelor's Degree,false,2025-08-24 18:17:07,"The department of Urology is seeking a Research Program Coordinator who will be responsible for the oversight of the day-to day research project activities, including but not limited to recruitment, screening, team coordination, and data collection. Coordinate study protocol implementation and handle administrative aspects of research-related matters. Assist with preparation of study materials for project implementation. Write and submit applications, amendments, annual renewals, etc. to the IRB and other regulatory agencies as needed."
CO Clinical Nurse,118475,Howard County,Maryland,"$64,600.00 - $113,300.00 Annually (Targeted $75,000.00; Commensurate with experience)",2025-07-31,https://jobs.jhu.edu/job/Columbia-CO-Clinical-Nurse-MD-21044/1313031600/,jhons_hopkins,"Must be a Registered Nurse, licensed in the State of Maryland or the state where practicing.",False,2025-08-24 18:17:15,"The Department of Dermatology is seeking a Clinical Nurse. This position will serve as part of a comprehensive team of healthcare professionals providing high-quality outpatient care in the Department of Dermatology. Communicates, consults, and collaborates with other units/departments to assist in the comprehensive care of patients. Triages and answers patient calls and calls in prescriptions under the direction of a physician's order. Ensures patient and physician calls are returned in a timely manner, and all patient interactions are documented appropriately in Epic or as specified."
Research Technologist,118618,NA,NA,"$40,000 targeted, appears to be dependent on experience and qualifications",2025-07-31,https://jobs.jhu.edu/job/Baltimore-Research-Technologist-MD-21287/1313186000/,jhons_hopkins,Bachelor's Degree,False,2025-08-24 18:17:24,"We are seeking a Research Technologist in the Tressler Lab to perform DoD-funded research studies in Dr. Tressler’s research laboratory at The Johns Hopkins Medical Institutions. The candidate will closely work with other members of the research team on several studies under the direction of the lab director Dr. Tressler. You will perform research studies in mass spectrometry imaging that include cryosectioning, various sample preparation, imaging, and histology staining. Additionally, preparing reports about the obtained results to present at lab meetings."
Administrative Coordinator,118632,NA,NA,"$18.20 - $33.90 HRLY ($50,000 targeted; Commensurate w/exp.)",2025-07-31,https://jobs.jhu.edu/job/Baltimore-Administrative-Coordinator-MD-21224/1313059400/,jhons_hopkins,High School Diploma or graduation equivalent,False,2025-08-24 18:17:34,We are seeking an Administrative Coordinator in the Division of Hospitalists at JHBMC to support the division’s junior leadership team as well as supporting the 60+ member practice. This person must be a highly organized self-starter capable of working independently with an unerring attention to detail and ability to multi-task in a fast-paced environment. The Administrative Coordinator must have impeccable communication skills with the ability to handle patient-care related calls and requests as well as work proficiently with individuals at various levels within and external to the organization.
Landscape Technician,118291,Homewood,NA,$21.25 - $36.90 HRLY,2025-07-30,https://jobs.jhu.edu/job/Baltimore-Landscape-Tech-HSC-MD-21218/1303782400/,jhons_hopkins,High School Diploma,False,2025-08-24 18:17:42,"We are seeking a Landscape Technician – HSC who maintains the grounds on campus, including planting and maintaining trees, turf, shrubs, and flowers as assigned by the ground's manager/supervisor. Assist with the clearing of snow and ice from campus. This is considered an essential personnel position. Minimum Qualifications: High school Diploma or graduation equivalent preferred. Three years of work experience as a groundskeeper. Maryland Pesticide Application License preferred."
"Associate Director of Special Projects, School of Nursing",118409,East Baltimore,NA,"$62,800 - $110,100 (targeted salary: $75,000; commensurate with experience)",2025-07-30,https://jobs.jhu.edu/job/Baltimore-Associate-Director-of-Special-Projects%2C-School-of-Nursing-MD-21205/1303786300/,jhons_hopkins,Bachelor's degree,True,2025-08-24 18:17:50,"The Donor Relations Officer partners with leaders in Development and Alumni Relations (DAR) to build strategic and tactical stewardship and engagement programs and activities. This position is responsible for the execution of the vision and strategy for stewardship and volunteer engagement efforts that engage and retain donors and volunteers; strengthen relationships with grateful patients, constituents, and/or alumni; express gratitude; show the impact of gifts and volunteerism; and inspire future giving and enhanced engagement."
